filename	barcode(s)
unc.edu.67816085+AC0-c038+AC0-4c4f+AC0-86f0+AC0-b03e6da18aee.1228348.rsem.genes.results	TCGA+AC0-G9+AC0-6365+AC0-01A+AC0-
unc.edu.67816085+AC0-c038+AC0-4c4f+AC0-86f0+AC0-b03e6da18aee.1228349.rsem.isoforms.results	TCGA+AC0-G9+AC0-6365+AC0-01A+AC0-
unc.edu.67816085+AC0-c038+AC0-4c4f+AC0-86f0+AC0-b03e6da18aee.1228373.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6365+AC0-01A+AC0-
unc.edu.67816085+AC0-c038+AC0-4c4f+AC0-86f0+AC0-b03e6da18aee.1228376.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6365+AC0-01A+AC0-
unc.edu.67816085+AC0-c038+AC0-4c4f+AC0-86f0+AC0-b03e6da18aee.1760105.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6365+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2315955.junction+AF8-quantification.txt	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2316298.rsem.genes.results	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2316299.rsem.isoforms.results	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2316323.rsem.genes.normalized+AF8-results	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2316324.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.689a544a+AC0-c116+AC0-46f9+AC0-ae3c+AC0-769e793f21c7.2316448.bt.exon+AF8-quantification.txt	TCGA+AC0-KC+AC0-A7F3+AC0-01A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1357887.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1362858.rsem.genes.results	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1362859.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1362905.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1362908.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6970283b+AC0-3673+AC0-49bc+AC0-9b2b+AC0-bd268140327f.1756143.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7794+AC0-11A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1234059.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1236913.rsem.genes.results	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1236914.rsem.isoforms.results	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1237470.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1237474.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6a2c4d22+AC0-f7b6+AC0-4e0a+AC0-bd71+AC0-a669786da5b1.1758490.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6496+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172642.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172879.rsem.genes.results	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172880.rsem.isoforms.results	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172892.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172893.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6af0bf8a+AC0-6243+AC0-493b+AC0-92f5+AC0-4ea2604d35cd.2172938.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-A6AN+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2472269.junction+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2476841.rsem.genes.results	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2476842.rsem.isoforms.results	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2476868.rsem.isoforms.normalized+AF8-results	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2476873.rsem.genes.normalized+AF8-results	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b22709e+AC0-8b89+AC0-4a67+AC0-9530+AC0-3004467b91f6.2477495.bt.exon+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8W1+AC0-01A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1896521.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1897526.rsem.genes.results	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1897527.rsem.isoforms.results	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1897569.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1897570.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b264e41+AC0-b852+AC0-4221+AC0-8e09+AC0-692a6a639ccf.1897903.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6351+AC0-11A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223346.junction+AF8-quantification.txt	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223702.rsem.genes.results	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223703.rsem.isoforms.results	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223721.rsem.genes.normalized+AF8-results	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223722.rsem.isoforms.normalized+AF8-results	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6b96fce2+AC0-199f+AC0-463c+AC0-982e+AC0-4ed8179ddd90.2223790.bt.exon+AF8-quantification.txt	TCGA+AC0-FC+AC0-A6HD+AC0-01A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2391647.junction+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2392176.rsem.genes.results	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2392177.rsem.isoforms.results	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2392212.rsem.genes.normalized+AF8-results	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2392213.rsem.isoforms.normalized+AF8-results	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6c5a212a+AC0-4dab+AC0-45a5+AC0-854d+AC0-296f0a6ee7c3.2392311.bt.exon+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83J+AC0-11A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394090.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394607.rsem.genes.results	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394608.rsem.isoforms.results	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394632.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394633.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6d249571+AC0-1535+AC0-4db3+AC0-9860+AC0-a56a02941200.2394757.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8IM+AC0-01A+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1283143.junction+AF8-quantification.txt	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1286280.rsem.genes.results	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1286281.rsem.isoforms.results	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1286320.rsem.isoforms.normalized+AF8-results	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1286321.rsem.genes.normalized+AF8-results	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6eb0d270+AC0-797d+AC0-49ab+AC0-9bda+AC0-a5f0a70a6695.1760332.bt.exon+AF8-quantification.txt	TCGA+AC0-CH+AC0-5767+AC0-11B+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2380948.junction+AF8-quantification.txt	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2381452.rsem.genes.results	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2381453.rsem.isoforms.results	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2381479.rsem.genes.normalized+AF8-results	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2381480.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f4d55e9+AC0-37fc+AC0-40c3+AC0-92d0+AC0-5bdabc063447.2381634.bt.exon+AF8-quantification.txt	TCGA+AC0-VN+AC0-A88L+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2173771.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2174167.rsem.genes.results	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2174168.rsem.isoforms.results	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2174180.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2174181.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6f5b0c12+AC0-0853+AC0-49c8+AC0-8421+AC0-58faa14b3955.2174736.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A65D+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773279.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773358.rsem.genes.results	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773359.rsem.isoforms.results	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773369.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773372.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fb7bc7b+AC0-2198+AC0-410d+AC0-998d+AC0-fb9a3f8cb3fe.1773588.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-8469+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2456208.junction+AF8-quantification.txt	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2457112.rsem.genes.results	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2457113.rsem.isoforms.results	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2457127.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2457130.rsem.genes.normalized+AF8-results	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.6fc325bf+AC0-9627+AC0-45d7+AC0-9081+AC0-28df74e79bdb.2457438.bt.exon+AF8-quantification.txt	TCGA+AC0-YJ+AC0-A8SW+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1241118.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1247479.rsem.genes.results	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1247480.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1247561.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1247564.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70779173+AC0-6a72+AC0-45e4+AC0-bf43+AC0-91ee9baba55f.1760114.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5504+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1321787.junction+AF8-quantification.txt	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1324331.rsem.genes.results	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1324332.rsem.isoforms.results	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1324369.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1324376.rsem.genes.normalized+AF8-results	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.70a93713+AC0-e154+AC0-46c8+AC0-9360+AC0-b873c63f0f05.1754459.bt.exon+AF8-quantification.txt	TCGA+AC0-HI+AC0-7169+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1987316.junction+AF8-quantification.txt	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1988111.rsem.genes.results	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1988112.rsem.isoforms.results	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1988135.rsem.genes.normalized+AF8-results	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1988136.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71160876+AC0-7965+AC0-4899+AC0-a8b2+AC0-c549cc25260b.1988353.bt.exon+AF8-quantification.txt	TCGA+AC0-KC+AC0-A4BL+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1248087.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1255823.rsem.genes.results	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1255824.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1256028.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1256048.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.71b37147+AC0-df4c+AC0-40ef+AC0-b57a+AC0-57c2f692de06.1760126.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5542+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1325363.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1327802.rsem.genes.results	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1327803.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1327842.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1327843.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.731721fa+AC0-4ced+AC0-445d+AC0-855f+AC0-e4ded85f9726.1755015.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7784+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1210638.junction+AF8-quantification.txt	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1214401.rsem.genes.results	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1214402.rsem.isoforms.results	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1214425.rsem.genes.normalized+AF8-results	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1214434.rsem.isoforms.normalized+AF8-results	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.743ad0e2+AC0-903e+AC0-4438+AC0-a575+AC0-1f06c286c079.1756876.bt.exon+AF8-quantification.txt	TCGA+AC0-CH+AC0-5790+AC0-01A+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2481807.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2483892.rsem.genes.results	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2483893.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2483992.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2483993.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.7471bd76+AC0-b32f+AC0-41a3+AC0-bf95+AC0-8752745a7e70.2484184.bt.exon+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SO+AC0-01B+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1238162.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1249713.rsem.genes.results	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1249714.rsem.isoforms.results	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1249915.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1249919.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.766eb893+AC0-3bc9+AC0-4a17+AC0-9b66+AC0-7eed2b1c01c3.1760098.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6363+AC0-01A+AC0-
unc.edu.776e6a2e+AC0-e939+AC0-4c92+AC0-b8dc+AC0-000c91bf5f64.1325277.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7818+AC0-01A+AC0-
unc.edu.776e6a2e+AC0-e939+AC0-4c92+AC0-b8dc+AC0-000c91bf5f64.1327722.rsem.genes.results	TCGA+AC0-HC+AC0-7818+AC0-01A+AC0-
unc.edu.776e6a2e+AC0-e939+AC0-4c92+AC0-b8dc+AC0-000c91bf5f64.1327723.rsem.isoforms.results	TCGA+AC0-HC+AC0-7818+AC0-01A+AC0-
unc.edu.776e6a2e+AC0-e939+AC0-4c92+AC0-b8dc+AC0-000c91bf5f64.1327735.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7818+AC0-01A+AC0-
